;7;22;31;43;45;51;54;63;80;94;110;114;117;121;125;149;155;178;200;231;232;265;7193;7194;7198;7199;7206;7207;7208;7221;7227;7229;7242;7252;7259;7260;7448;12253;16689;22590;23310;23521;23526;23547;23552;23562;23671;23696;23703;23775;24013;24021;24594;26333;26338;26418;26656;33749;34208;34422;34428;34505;34643;36032;36392;36693;37063;38116;38796;38848;43842;44850;45771;47158;47211;47218;47221;47225;47232;47811;47830;47832;47836;47837;47839;47841;47842;47844;47845;47849;47850;47852;47856;47860;47861;47867;47875;47910;47932;47959;47983;48114;48690;50121;50482;53899;53900;53901;53902;53903;53904;53905;53906;53907;53908;53909;53910;53911;53912;53913;53914;53915;53916;53917;53918;53919;53920;53921;53922;53923;53924;53925;53926;53927;53929;53930;53931;53932;54008;65700;65703
-6325_2010-02-11_11:04:01;1;1;1;1;1;1;1;1;5;1;5;5;1;5;1;1;1;1;4;1;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;5;1;1;5;1;1;5;5;5;5;1;5;1;1;1;1;1;5;1;1;1;1;1;1;5;5;1;1;1;1;1;1;5;1;5;1;5;1;5;1;1;5;1;1;1;1;5;1;5;5;1;1;1;1;1;1;5;5;1;1;1;5;1;1;1;1;1;1;1;1;1;5;1;1;5;1;1;1;1;1;1;1;1;5;5;1;1;1;4;5;1;1;1;5;5;1;1;5;1;1;5;5;1;1;5;1
-6325_2010-02-11_11:05:09;1;1;1;1;1;1;1;1;5;1;5;5;1;5;1;1;1;1;4;1;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;5;1;1;5;1;1;5;5;5;5;1;1;1;1;5;1;1;5;1;1;5;1;1;1;5;5;1;1;1;1;1;1;5;1;5;1;1;1;5;1;1;5;1;1;1;1;5;1;5;5;1;1;1;1;1;1;5;5;1;1;1;5;1;1;1;1;1;1;1;1;1;5;1;1;5;1;1;1;1;1;1;1;1;5;5;1;1;1;1;5;1;1;1;5;5;1;1;5;1;1;5;5;1;1;5;1
-6326_2010-02-11_11:06:13;1;1;1;1;1;1;2;1;5;1;5;1;1;5;1;1;1;1;4;1;1;5;5;5;1;4;1;1;1;1;1;1;1;1;1;5;1;1;5;1;1;5;5;5;5;1;1;1;1;1;1;1;5;1;1;1;1;1;1;5;5;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;5;1;1;1;1;5;1;5;5;1;1;1;2;1;1;5;5;1;1;1;5;5;1;1;2;1;1;1;1;1;5;1;1;5;1;1;1;1;1;1;1;1;5;5;1;1;1;1;5;1;1;1;5;5;1;1;5;1;1;5;5;2;1;5;1
-6327_2010-02-11_11:07:11;1;1;1;1;1;1;2;5;5;1;5;1;5;5;1;1;1;5;4;1;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;5;5;5;5;5;1;1;1;1;1;1;1;5;1;1;1;1;1;1;5;5;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;1;1;1;1;5;1;5;5;1;1;1;2;1;1;5;5;1;5;1;5;1;1;5;1;1;1;1;1;1;5;1;1;5;2;1;1;1;1;1;1;1;5;5;1;1;1;1;5;1;1;1;5;5;1;1;5;1;1;5;5;2;1;5;1
-6328_2010-02-11_12:08:04;3;5;1;1;5;3;2;1;5;1;2;3;2;5;1;1;1;1;2;1;4;3;2;2;1;1;1;1;1;1;1;1;1;2;1;1;5;5;5;1;2;3;5;1;1;1;2;5;1;3;1;1;2;3;5;5;1;1;1;5;5;1;2;1;1;1;5;3;1;1;5;2;1;5;2;5;2;1;3;1;1;5;5;5;5;5;1;1;1;5;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;5;3;2;5;1;2;2;5;2;5;1;1;5;5;1;1;1;1;5;2;1;5;2;5;1;2;5;2;1;5;2;1;1;1;2
-6331_2010-02-11_13:54:39;3;5;1;5;5;2;2;5;5;1;2;3;3;5;1;1;5;5;5;1;4;2;2;5;5;1;1;1;5;1;1;1;1;2;1;1;1;2;5;1;5;3;5;1;5;1;2;2;1;2;1;1;5;3;1;5;1;1;1;5;5;1;2;1;1;1;5;3;5;5;5;2;1;5;2;2;1;1;3;1;1;5;2;5;5;5;1;1;1;1;1;2;1;1;3;1;5;5;1;1;1;1;1;1;5;1;5;3;2;1;5;2;5;2;1;2;1;5;5;5;5;1;1;1;5;5;5;5;5;5;5;5;5;2;5;5;5;1;5;1;2
-6332_2010-02-11_14:10:29;3;5;1;5;5;2;3;1;5;1;2;3;3;5;1;1;5;5;2;1;4;2;2;5;1;1;1;1;5;1;1;1;1;2;1;1;1;2;5;1;5;3;5;1;5;1;2;2;1;2;1;1;5;3;1;5;1;1;1;5;5;1;2;1;1;1;5;3;1;1;5;2;1;5;2;5;1;1;3;1;1;5;2;5;5;5;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;5;1;5;3;2;5;5;2;5;2;2;5;1;1;5;5;5;1;1;1;5;5;5;5;5;5;5;5;5;2;1;5;4;1;1;1;2
-6333_2010-02-11_15:25:26;5;1;1;5;5;5;1;5;5;1;5;2;5;5;1;1;1;5;2;1;1;5;2;5;1;1;5;5;5;1;1;1;1;2;1;5;5;2;5;1;5;5;5;5;5;5;5;1;5;2;1;1;1;2;1;5;5;1;1;5;5;1;2;5;1;1;2;5;1;5;5;1;1;5;5;2;1;1;2;1;1;5;2;5;5;1;2;2;5;1;2;2;2;1;2;5;2;3;2;2;2;2;5;1;5;1;5;5;5;3;3;2;1;2;1;1;1;5;1;5;1;5;5;5;5;5;3;2;5;5;5;5;5;5;5;5;1;1;3;1;5
-6334_2010-02-11_15:45:41;3;5;1;1;5;5;1;1;5;5;5;5;5;5;1;5;1;5;5;1;1;2;3;5;1;5;1;1;5;5;1;1;1;2;1;5;5;5;5;1;5;2;5;1;5;1;1;1;5;2;1;1;5;2;1;5;5;1;1;5;5;1;2;1;1;2;2;5;5;2;5;2;1;5;5;2;1;1;2;1;1;1;2;1;5;1;5;2;5;1;2;5;2;1;5;2;5;5;2;2;2;2;5;1;5;1;5;5;5;3;3;5;2;2;1;1;1;5;1;5;1;5;1;5;5;2;3;5;5;5;5;5;5;5;5;5;2;5;5;1;5
-6334_2010-02-11_15:46:40;3;5;1;1;5;5;3;2;5;5;5;5;5;5;1;5;1;5;5;2;2;2;3;5;1;5;5;1;5;5;1;1;1;3;2;5;5;5;5;1;5;3;5;3;5;1;2;3;5;3;2;1;5;3;2;5;5;1;1;5;5;1;3;1;1;2;3;3;5;2;5;3;2;2;5;3;2;1;3;1;2;5;3;1;5;2;5;3;5;2;3;5;3;2;5;3;5;5;3;1;3;3;5;3;5;1;5;5;5;3;3;2;3;3;3;3;1;5;1;5;5;5;2;5;5;2;3;5;5;5;5;5;5;5;5;5;3;5;5;3;5
-6335_2010-02-11_15:58:33;2;5;1;5;5;5;1;4;5;5;5;5;5;5;1;5;1;5;5;1;1;1;3;1;1;1;1;1;5;5;1;1;1;2;1;5;5;5;5;5;5;4;5;1;5;1;1;1;5;1;1;1;5;2;1;5;1;1;1;5;5;1;1;5;1;1;1;1;5;5;5;1;1;5;5;5;1;1;1;1;1;1;1;5;5;1;5;3;1;1;2;5;4;1;5;2;5;5;2;2;2;2;5;1;5;1;5;5;5;1;5;1;1;2;1;1;1;5;1;5;1;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;5;1;5
-6336_2010-02-11_15:59:54;5;5;1;5;5;5;5;4;5;5;5;5;5;5;1;1;1;5;5;1;5;5;5;1;1;5;1;1;5;1;1;1;1;1;1;5;5;5;5;5;5;2;5;1;5;1;1;1;5;5;1;1;5;2;1;5;1;1;1;5;5;1;1;1;1;1;5;3;5;5;5;2;1;1;5;5;1;1;2;1;1;1;1;1;5;1;5;5;1;1;5;5;2;1;5;5;5;5;5;2;5;2;5;1;5;1;5;5;5;1;5;1;5;1;1;1;1;5;1;5;1;5;1;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;5;1;5
-6336_2010-02-11_16:01:45;5;5;1;1;5;5;5;4;5;1;5;5;5;5;1;1;1;5;5;1;1;5;5;1;1;1;1;1;5;1;1;1;1;5;1;5;5;5;5;5;5;2;5;5;5;1;1;1;5;5;1;1;5;2;1;5;1;1;1;5;5;1;1;1;1;1;5;5;5;5;5;2;1;1;5;5;1;1;5;1;1;2;1;1;5;1;5;5;1;1;5;5;5;1;4;5;1;5;5;2;5;5;5;1;5;1;5;5;5;1;5;2;5;5;1;1;1;5;1;5;1;5;5;5;5;1;1;1;5;5;5;5;5;5;5;5;1;5;1;1;5
-6336_2010-02-11_16:05:16;5;5;1;1;1;5;5;1;5;1;5;5;5;5;1;1;1;5;5;1;1;5;5;5;1;5;1;1;5;1;1;1;1;5;1;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;1;1;5;2;1;5;1;1;1;5;5;1;5;1;1;5;5;5;5;5;5;5;1;1;5;5;1;1;5;1;1;5;1;5;5;5;5;5;1;1;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;1;1;1;5;5;5;1;5;1;5;1;5;1;5;1;5;5;1;1;1;5;5;5;5;5;5;5;5;5;5;1;1;5
-6337_2010-02-11_16:23:47;5;5;1;5;1;5;5;1;5;1;5;5;2;5;1;1;5;5;5;1;1;2;3;2;1;2;5;1;5;1;1;1;1;5;1;5;5;5;5;1;5;2;5;2;2;1;5;3;5;2;1;1;5;3;1;5;5;1;5;5;5;1;2;1;1;2;5;3;5;5;5;2;1;1;5;5;2;1;2;5;2;2;2;5;5;2;5;3;2;1;2;5;2;1;5;5;2;5;5;5;2;2;5;1;5;1;5;5;1;5;5;5;2;3;2;2;1;5;1;5;5;1;1;5;5;5;2;5;5;5;5;5;5;1;5;5;2;5;5;2;5
-6337_2010-02-11_16:24:45;5;5;1;5;3;5;5;4;5;2;5;5;3;5;2;1;5;5;5;2;2;3;3;3;1;5;5;2;5;2;1;1;1;5;2;5;5;5;5;1;5;3;5;3;3;1;1;3;5;3;2;1;5;3;2;5;5;1;5;5;5;1;3;2;1;2;5;3;5;5;5;3;2;2;1;5;2;1;3;5;2;3;3;5;5;2;5;3;2;2;3;5;3;2;3;5;2;5;5;5;3;3;5;3;5;1;5;5;2;5;5;5;3;3;3;3;1;5;2;5;5;2;2;5;5;5;3;5;5;5;5;5;5;2;5;5;3;5;5;3;5
-6338_2010-02-11_16:30:30;5;5;1;5;1;5;5;5;5;1;5;5;5;5;1;1;5;5;5;1;1;2;2;5;1;5;1;1;5;1;1;1;1;5;1;5;5;5;5;1;5;2;5;2;2;1;1;2;1;2;1;1;5;5;5;5;5;1;5;5;5;1;2;1;1;2;5;3;5;5;5;2;1;1;1;5;1;1;2;1;2;2;2;5;5;2;5;5;2;5;2;5;2;1;2;5;2;3;5;5;2;2;5;2;5;1;5;5;1;5;5;5;2;2;1;2;1;5;1;5;5;1;1;1;5;5;3;2;5;5;5;5;5;5;5;5;2;5;5;2;5
-6339_2010-02-11_16:34:56;5;5;1;5;1;5;5;5;5;2;5;5;5;5;1;1;5;5;5;1;1;1;5;5;4;5;1;1;5;1;1;1;1;5;1;5;5;5;5;1;5;1;5;2;2;5;1;2;1;1;2;1;5;5;5;5;5;1;5;5;5;1;1;1;1;1;5;5;5;5;5;1;1;1;1;1;1;1;1;1;5;5;1;5;5;2;1;5;2;5;1;5;1;1;1;5;2;1;5;5;5;1;5;2;5;1;5;5;1;5;5;5;2;3;2;1;1;5;1;5;1;5;1;1;5;5;5;1;5;5;5;5;5;5;5;5;2;5;5;1;5
-6340_2010-02-11_16:42:26;1;5;1;1;1;5;5;5;5;1;5;5;5;5;1;1;5;5;5;1;1;1;5;5;2;5;5;1;5;1;1;1;1;5;1;5;5;5;5;1;5;5;5;1;1;5;1;1;1;1;1;1;5;5;5;5;1;1;5;5;5;1;1;1;1;1;5;5;5;5;5;1;2;3;1;1;1;1;1;1;5;5;1;5;5;1;1;5;2;3;1;5;1;1;1;5;1;2;5;5;5;1;5;1;5;1;5;5;2;5;5;5;1;1;1;1;1;5;5;5;1;1;1;1;5;5;5;1;5;5;5;5;5;5;5;5;1;5;5;1;5
-6342_2010-02-11_16:47:00;5;5;1;2;1;5;5;5;5;1;5;5;5;5;1;1;5;1;4;1;1;1;5;1;1;5;1;1;5;1;1;1;5;5;1;5;1;5;5;1;5;5;5;1;1;5;1;1;1;1;1;1;5;5;5;5;1;1;1;5;5;1;1;1;1;1;5;5;5;5;5;1;1;5;1;1;1;1;1;1;5;5;1;5;5;1;1;5;5;1;1;5;1;1;1;5;1;5;5;5;5;1;5;1;5;1;5;5;1;5;5;5;1;5;1;1;1;5;1;5;1;1;1;1;5;5;5;1;5;5;5;5;5;5;5;5;1;5;5;1;5
-6343_2010-02-11_16:58:53;5;5;1;1;1;5;5;5;5;1;5;5;5;5;1;1;5;1;2;1;1;5;5;5;1;5;5;1;5;1;1;5;5;5;1;5;1;5;5;5;5;5;5;1;5;5;1;1;1;1;1;5;5;1;1;5;1;1;1;5;5;1;1;5;1;5;5;5;5;5;5;1;1;1;1;1;1;1;5;1;5;5;1;5;5;1;1;5;5;1;5;5;5;1;1;5;1;5;5;5;5;1;5;1;5;1;5;5;5;5;5;5;1;1;1;1;1;5;5;5;1;1;1;1;5;5;5;5;5;5;1;1;5;5;5;5;1;5;5;1;5
-6344_2010-02-11_17:09:50;2;5;1;1;2;5;5;5;5;1;5;5;5;5;1;1;5;1;2;1;1;5;5;5;1;5;2;1;5;1;1;1;5;5;1;5;1;5;5;5;5;5;5;1;5;5;1;1;5;2;1;1;5;5;5;5;1;1;1;5;5;1;2;1;1;2;5;5;5;5;5;2;1;5;1;5;1;1;2;1;5;5;2;5;5;1;2;5;5;5;2;5;2;2;2;5;5;5;5;5;5;1;5;2;5;1;5;5;1;5;5;5;2;5;5;1;1;5;1;5;1;5;1;1;1;5;5;5;5;5;5;1;5;5;5;5;2;5;5;2;5
-6348_2010-02-11_17:24:05;1;5;1;5;5;5;5;5;5;1;5;5;5;5;1;1;5;1;5;5;1;5;5;5;5;5;1;5;5;5;1;1;1;5;1;5;1;5;5;5;5;5;5;1;5;5;1;1;1;1;1;1;5;5;1;5;1;1;5;5;5;1;1;5;1;1;5;5;5;5;5;1;1;5;1;5;1;5;1;1;5;5;1;5;5;5;1;5;5;1;5;5;5;5;1;5;5;5;1;5;5;1;5;1;5;1;5;5;1;5;5;5;1;1;5;1;1;5;5;5;1;1;1;1;1;5;5;5;5;5;5;1;5;5;5;5;5;5;5;1;5
-6352_2010-02-11_17:47:57;2;5;5;5;5;5;5;5;5;1;5;1;5;5;1;5;5;5;5;1;1;5;5;5;5;5;2;5;5;5;1;1;5;5;1;5;5;5;5;5;5;5;5;1;5;5;1;1;1;1;1;5;5;5;5;5;1;1;5;5;5;1;1;5;1;1;5;5;1;5;5;1;1;5;1;5;1;5;1;5;5;1;1;5;5;5;1;5;5;1;5;5;5;1;1;5;5;1;1;5;2;1;5;1;5;5;5;5;1;5;2;5;1;1;2;1;1;5;5;5;1;1;5;1;1;5;5;5;1;5;5;5;5;5;5;5;5;5;5;1;5
-6353_2010-02-11_18:04:06;2;5;5;5;5;5;5;5;1;5;5;1;5;5;1;1;5;5;5;1;1;5;5;5;5;5;2;5;5;1;1;1;1;5;5;5;1;5;5;5;5;5;5;2;5;5;2;1;5;1;1;5;5;5;5;5;1;1;5;5;5;1;1;1;1;1;5;5;1;5;5;1;1;5;1;5;1;5;1;5;5;1;1;3;5;5;1;5;5;1;1;5;5;2;1;5;5;5;1;5;2;1;5;2;5;1;5;2;2;5;5;1;5;1;1;1;1;2;5;5;1;1;5;2;1;5;5;5;2;5;5;2;2;5;1;5;2;5;5;1;5
-6360_2010-03-10_10:36:43;5;1;1;5;5;1;1;1;1;1;5;1;1;1;1;1;1;5;5;1;1;5;1;1;1;4;1;1;5;1;1;5;1;1;1;1;5;1;1;1;1;2;5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;5;1;1;5;1;5;1;1;1;5;1;5;1;2;5;1;1;1;5;1;1;1;1;1;2;1;1;1;1;5;5;1;5;1;1;5;1;1;3;5;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;2;1;1;1;2
-6361_2010-03-10_10:41:44;2;1;1;1;5;5;1;1;5;1;5;1;5;1;1;1;1;5;3;1;1;1;1;1;1;4;1;1;5;1;1;1;1;1;1;1;1;5;1;1;1;2;5;2;5;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;5;1;1;1;2;5;1;1;1;5;1;4;1;1;1;1;1;1;1;5;5;1;2;1;5;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;5;1;1;1;2;2;1;1;2
-6362_2010-03-10_10:42:53;2;1;1;1;5;5;1;1;5;1;5;1;5;1;1;1;1;5;3;1;1;1;1;1;1;5;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;2;5;2;1;1;1;1;1;1;1;1;1;5;1;1;1;5;1;5;1;1;1;5;1;1;1;1;1;5;1;1;5;1;1;1;1;1;1;1;1;5;1;5;1;2;5;1;1;1;5;1;4;1;5;1;1;1;1;1;1;5;5;1;1;5;5;1;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;5;1;1;1;2;1;5;1;2
-6364_2010-03-10_11:50:03;3;1;5;5;1;2;3;5;2;5;2;2;2;1;1;1;1;5;5;1;5;5;2;2;1;5;1;1;5;1;5;1;1;3;5;1;1;5;1;1;2;3;2;5;5;1;5;5;5;2;5;1;1;2;1;5;1;1;1;1;1;1;2;1;5;2;2;3;1;2;1;2;1;5;1;2;1;1;2;1;5;5;1;5;5;2;2;5;5;1;5;5;5;1;3;2;2;2;2;5;2;5;5;2;1;5;1;2;1;3;3;2;2;1;1;2;1;1;1;1;5;5;1;1;2;1;5;2;5;3;2;5;2;5;1;2;2;3;5;1;2
-6369_2010-03-10_13:04:34;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;2;1;1;5;5;1;5;1;5;5;5;1;5;5;5;1;1;1;5;5;5;5;1;5;5;1;1;1;1;1;5;1;1;5;1;5;1;5;5;1;1;1;5;1;1;1;1;5;5;1;5;1;1;1;1;1;5;5;5;5;1;5;1;1;5;1;2;5;5;2;5;1;1;5;5;1;5;5;5;5;5;2;1;5;1;5;1;5;5;5;5;1;1;1;5;1;1;5;1;5;5;5;5;5;1;5;5;1;5;5;1;5;1;5;5;5;5;5;5
-6372_2010-03-10_13:06:03;1;5;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;2;1;1;5;5;1;5;1;5;5;5;1;5;5;1;1;1;1;5;5;5;5;1;1;5;1;1;1;1;1;5;1;1;5;1;5;1;5;5;1;1;1;1;1;1;1;1;5;5;1;5;1;1;1;1;1;5;1;1;5;1;5;1;1;5;1;2;5;5;1;1;1;1;5;5;1;5;5;5;5;5;1;1;5;1;5;1;5;5;5;5;1;1;1;5;1;1;5;1;5;5;5;5;5;1;5;5;5;5;5;1;5;1;5;5;1;5;5;5
-6373_2010-03-10_13:26:07;2;1;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;3;5;1;5;5;1;5;1;5;5;1;3;5;1;1;2;1;1;5;5;2;2;2;1;5;2;1;2;1;1;5;2;1;5;1;5;1;5;5;1;2;1;1;2;2;5;1;5;1;3;5;1;1;2;1;1;5;1;2;5;2;5;1;2;2;3;5;2;5;2;2;1;3;5;1;3;2;2;2;5;1;2;1;5;1;3;1;5;3;5;2;3;2;2;5;1;1;1;5;5;5;1;5;5;2;2;5;2;2;1;2;1;1;5;2;3;2;1;2
-6373_2010-03-10_13:27:04;2;1;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;3;5;1;5;5;1;5;1;5;5;1;3;5;1;1;2;1;1;5;5;2;2;2;1;5;2;1;2;1;1;5;2;1;5;1;5;1;5;5;1;2;1;1;2;2;5;1;5;1;3;5;1;1;2;1;1;5;1;2;5;2;5;1;2;2;3;5;2;5;2;2;1;3;5;2;2;2;2;2;5;1;2;1;5;5;3;1;5;3;5;2;3;2;2;5;1;1;1;5;5;5;1;5;5;2;2;5;2;2;1;2;1;1;5;2;3;2;1;2
-6376_2010-03-16_11:04:45;2;1;1;5;5;1;2;1;1;1;2;1;5;1;1;1;1;1;2;1;1;2;2;5;5;1;5;1;1;1;1;1;1;1;1;1;1;2;1;1;1;5;5;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;5;1;1;1;1;1;2;5;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;2;4;1;5;1;1;1;1;5;2;1;1;1;5;1;1;1;1;1;2;1;2;2;1;2;2;1;1;1;1;1;4;5;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;5;1;5;1;1
-6377_2010-03-16_11:07:44;5;5;1;5;5;1;1;2;1;2;1;1;5;1;1;1;1;1;3;1;2;1;1;5;1;4;5;5;1;1;1;1;1;1;1;5;1;1;1;2;1;5;5;2;2;2;5;1;1;1;1;1;1;5;1;1;1;1;1;1;5;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;5;1;1;2;1;1;1;1;2;1;1;1;1;1;5;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;5;2;1;1;1;1;1;5;1;1;1;1;1;1;1;1;5;2;1;1;2
