Nr.;Bals.ID;Tema
1575;15841;5
1576;15843;2
1577;15845;5
1578;15846;6
1579;15846;6
1580;15846;6
1581;15849;1
1582;15850;4
1583;15851;6
1584;15852;6
1585;15853;2
1586;15855;4
1587;15856;5
1588;15857;2
1589;15858;2
1590;15859;3
1591;15859;3
1592;15861;1
1593;15862;1
1594;15863;3
1595;15866;2
1596;15867;2
1597;15868;5
1598;15869;5
1599;15870;3
1600;15872;1
1601;15873;1
1602;15874;1
1603;15876;3
1604;15877;1
1605;15879;1
1606;15880;5
1607;15881;5
1608;15882;1
1609;15884;1
1610;15885;1
1611;15887;3
1612;15888;4
1613;15888;4
1614;15889;3
1615;15889;3
1616;15889;3
1617;15889;3
1618;15890;5
1619;15891;5
1620;15892;4
1621;15892;4
1622;15892;4
1623;15905;6
1624;15907;6
1625;15912;3
1626;15913;5
1627;15917;1
1628;15918;3
1629;15919;5
1630;15920;2
1631;15922;3
1632;15923;5
1633;15925;5
1634;15926;5
1635;15927;3
1636;15929;4
1637;15929;4
1638;15929;4
1639;15930;5
1640;15931;5
1641;15931;5
1642;15932;5
1643;15933;3
1644;15933;3
1645;15934;2
1646;15935;5
1647;15937;5
1648;15939;5
1649;15940;5
1650;15942;2
1651;15946;5
1652;15948;5
1653;15950;5
1654;15951;2
1655;15953;1
1656;15955;1
1657;15956;1
1658;15958;5
1659;15959;5
1660;15960;1
1661;15961;1
1662;15974;1
1663;15978;3
1664;15983;4
1665;15984;2
1666;15985;1
1667;15986;4
1668;15990;1
1669;15991;1
1670;15992;4
1671;15993;2
1672;15994;6
1673;15995;1
1674;15998;5
1675;15999;3
1676;16000;1
1677;16001;3
1678;16003;5
1679;16004;2
1680;16005;2
1681;16006;2
1682;16009;6
1683;16012;5
1684;16014;6
1685;16015;6
1686;16017;1
1687;16017;1
1688;16018;1
1689;16019;1
1690;16020;1
1691;16022;1
1692;16024;1
1693;16026;1
1694;16027;4
1695;16028;5
1696;16029;5
1697;16030;5
1698;16031;2
1699;16032;3
1700;16033;1
1701;16034;1
1702;16035;2
1703;16036;5
1704;16037;2
1705;16038;5
1706;16040;5
1707;16041;1
1708;16042;5
1709;16043;3
1710;16045;4
1711;16045;4
1712;16046;1
1713;16046;1
1714;16049;1
1715;16050;1
1716;16050;1
1717;16052;3
1718;16053;5
1719;16053;5
1720;16053;5
1721;16054;4
1722;16054;4
1723;16055;1
1724;16056;5
1725;16057;5
1726;16058;4
1727;16059;5
1728;16060;4
1729;16060;4
1730;16061;5
1731;16062;2
1732;16063;6
1733;16065;2
1734;16065;2
1735;16065;2
1736;16066;2
1737;16067;4
1738;16070;4
1739;16071;2
1740;16071;2
1741;16073;5
1742;16077;1
1743;16078;1
1744;16079;4
1745;16080;5
1746;16081;6
1747;16081;6
1748;16083;5
1749;16084;5
1750;16086;5
1751;16087;5
1752;16088;1
1753;16089;4
1754;16091;5
1755;16092;5
1756;16093;5
1757;16094;5
1758;16096;1
1759;16097;1
1760;16098;5
1761;16101;3
1762;16101;3
1763;16101;3
1764;16109;4
1765;16110;4
1766;16110;4
1767;16111;6
1768;16111;6
1769;16111;6
1770;16111;6
1771;16111;6
1772;16112;2
1773;16112;2
1774;16114;2
1775;16115;4
1776;16116;4
1777;16117;4
1778;16122;5
1779;16125;3
1780;16126;3
1781;16130;1
1782;16132;1
1783;16133;2
1784;16136;1
1785;16136;1
1786;16136;1
1787;16136;1
1788;16137;1
1789;16138;1
1790;16140;5
1791;16145;5
1792;16146;5
1793;16147;2
1794;16147;2
1795;16148;4
1796;16153;5
1797;16156;3
1798;16159;3
1799;16159;3
1800;16159;3
1801;16159;3
1802;16162;1
1803;16163;4
1804;16164;4
1805;16166;1
1806;16169;4
1807;16171;2
1808;16171;2
1809;16179;3
1810;16180;2
1811;16181;1
1812;16184;1
1813;16185;1
1814;16186;2
1815;16192;3
1816;16193;4
1817;16196;5
1818;16197;3
1819;16200;1
1820;16201;1
1821;16202;1
1822;16205;5
1823;16205;5
1824;16208;1
1825;16211;2
1826;16212;4
1827;16216;1
1828;16217;5
1829;16218;4
1830;16218;4
1831;16219;5
1832;16220;4
1833;16221;3
1834;16222;4
1835;16226;6
1836;16226;6
1837;16227;1
1838;16227;1
1839;16227;1
1840;16228;1
1841;16233;5
1842;16233;5
1843;16234;5
1844;16234;5
1845;16235;1
1846;16235;1
1847;16236;3
1848;16237;5
1849;16238;5
1850;16238;5
1851;16241;6
1852;16243;5
1853;16248;1
1854;16249;1
1855;16252;1
1856;16253;5
1857;16254;5
1858;16255;5
1859;16256;1
1860;16259;1
1861;16260;5
1862;16262;4
1863;16262;4
1864;16263;3
1865;16264;5
1866;16264;5
