;7;22;31;43;45;51;54;63;80;94;110;114;117;121;125;149;155;178;200;231;232;265;7193;7194;7198;7199;7206;7207;7208;7221;7227;7229;7242;7252;7259;7260;7448;12253;16689;22590;23310;23521;23526;23547;23552;23562;23671;23696;23703;23775;24013;24021;24594;26333;26338;26418;26656;33749;34208;34422;34428;34505;34643;36032;36392;36693;37063;38116;38796;38848;43842;44850;45771;47158;47211;47218;47221;47225;47232;47811;47830;47832;47836;47837;47839;47841;47842;47844;47845;47849;47850;47852;47856;47857;47860;47861;47867;47875;47910;47932;47959;47983;48114;48690;50121;50482;53899;53900;53901;53902;53903;53904;53905;53906;53907;53908;53909;53910;53911;53912;53913;53914;53915;53916;53917;53918;53919;53920;53921;53922;53923;53924;53925;53926;53927;53929;53930;53931;53932;54008;65700;65703
-5128_2009-07-23_17:45:23;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;TPPF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;TPPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;TPPF;TPPF;LSDPF;FTT;TPPF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;TPPF;TPPF;AZF;TPPF;TPPF;AZF;TPPF;AZF;TPPF;TPPF;FTT;FTT;TPPF;-;-
-5129_2009-07-23_17:48:47;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;TPPF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;TPPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;TPPF;TPPF;LSDPF;FTT;TPPF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;TPPF;TPPF;AZF;TPPF;TPPF;AZF;TPPF;AZF;TPPF;TPPF;FTT;FTT;TPPF;-;-
-5129_2009-07-23_17:50:34;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;TPPF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;TPPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;TPPF;TPPF;LSDPF;FTT;TPPF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;TPPF;TPPF;AZF;TPPF;TPPF;AZF;TPPF;AZF;TPPF;TPPF;FTT;FTT;TPPF;-;-
-5129_2009-07-23_17:51:44;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;TPPF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;TPPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;TPPF;TPPF;LSDPF;FTT;TPPF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;TPPF;TPPF;AZF;TPPF;TPPF;AZF;TPPF;AZF;TPPF;TPPF;FTT;FTT;TPPF;-;-
-5130_2009-07-23_17:54:52;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;TPPF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;TPPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;TPPF;TPPF;LSDPF;FTT;TPPF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;TPPF;TPPF;AZF;TPPF;TPPF;AZF;TPPF;AZF;TPPF;TPPF;FTT;FTT;TPPF;-;-
-5131_2009-07-23_18:01:51;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;TPPF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;TPPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;TPPF;TPPF;LSDPF;FTT;TPPF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;TPPF;TPPF;AZF;TPPF;TPPF;AZF;TPPF;AZF;TPPF;TPPF;FTT;FTT;TPPF;-;-
-5132_2009-07-23_18:08:40;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;TPPF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;TPPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;TPPF;TPPF;LSDPF;FTT;TPPF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;TPPF;TPPF;AZF;TPPF;TPPF;AZF;TPPF;AZF;TPPF;TPPF;FTT;FTT;TPPF;-;-
-5134_2009-07-23_18:12:44;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;TPPF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;TPPF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;TPPF;TPPF;LSDPF;FTT;TPPF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;TPPF;TPPF;AZF;TPPF;TPPF;AZF;TPPF;AZF;TPPF;TPPF;FTT;FTT;TPPF;-;-
-5136_2009-09-10_10:19:41;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
-5137_2009-09-10_11:09:33;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
-5139_2009-09-10_11:19:40;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
-5141_2009-09-10_11:45:35;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
-5142_2009-09-10_11:57:41;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
-5142_2009-09-10_12:02:46;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
-5143_2009-09-10_12:16:22;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
-5146_2009-09-15_11:07:12;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
-5146_2009-09-15_11:12:48;LSDPF;LCSF;TSLKDF;TSLKDF;TSLKDF;LSDPF;FTT;TSLKDF;LSDPF;TSLKDF;LSDPF;LSDPF;LSDPF;TSLKDF;TSLKDF;TSLKDF;LSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;LSF;FTT;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LSDPF;TSLKDF;LCSF;TSLKDF;FTT;TSLKDF;TSLKDF;LSDPF;LSDPF;LSDPF;FTT;FTT;LCSF;LCSF;-;TSLKDF;LSDPF;TSLKDF;TSLKDF;AZF;LSDPF;LSF;LSF;MG;TSLKDF;TSLKDF;LSF;LSF;TSLKDF;LSDPF;TSLKDF;TSLKDF;FTT;VLF;LSDPF;LCSF;DPF;LSF;LSDPF;LSF;TSLKDF;LCSF;LSDPF;MG;TSLKDF;LSDPF;TSLKDF;FTT;LSDPF;LSDPF;TSLKDF;TSLKDF;FTT;DPF;DPF;FTT;LSF;DPF;FTT;DPF;LCSF;TSLKDF;LSDPF;DPF;FTT;VLF;DPF;DPF;DPF;DPF;TSLKDF;FTT;TSLKDF;TSLKDF;TSLKDF;LSDPF;AZF;VLF;VLF;LSDPF;FTT;VLF;MG;FTT;TSLKDF;AZF;LSF;LSF;TSLKDF;TSLKDF;TSLKDF;TSLKDF;LCSF;AZF;VLF;VLF;AZF;VLF;VLF;AZF;VLF;AZF;VLF;VLF;FTT;FTT;VLF;-;-
